1.998046874999999112e+00,1.998046875000000666e+00
1.992187500000000000e+00,1.992187500000000222e+00
1.968749999999999778e+00,1.968750000000000000e+00
1.874999999999999778e+00,1.874999999999999778e+00
1.499999999999999778e+00,1.499999999999999556e+00
7.969708671237287767e-01,8.286319261986547779e-01
3.966693661206637245e-01,4.070872180056092082e-01
2.002456842490671629e-01,1.745345569639965566e-01
6.867718849774341605e-02,8.639240490295620190e-02
5.153259451380179940e-16,7.216462694515518344e-16
