0.000000000000000000e+00,0.000000000000000000e+00
5.521873412348332621e-03,6.943044672523823735e-03
3.527829107755753313e-02,2.911271615793342704e-02
1.436091882594547897e-01,1.336817585440006617e-01
5.530966376749963942e-01,4.998191858500495854e-01
1.442178511101835259e+00,1.485915815451244182e+00
1.881837738682006655e+00,1.873790660711276423e+00
1.967787120733930806e+00,1.968736999976334445e+00
1.996613437620727405e+00,1.996485230506276132e+00
1.999995671919923890e+00,1.999995671919935436e+00
