0.000000000000000000e+00,0.000000000000000000e+00
-9.886102515926531442e-01,-9.897078956149154561e-01
-1.957684001237737670e+00,-1.944970662807952611e+00
-2.813853818963161224e+00,-2.808718007661783034e+00
-3.231400383632073492e+00,-3.319752482305853736e+00
-2.799645274849689613e+00,-2.820081090747105890e+00
-1.953917694884679701e+00,-1.955742385878334488e+00
-9.876323138640428212e-01,-9.944876485621496620e-01
1.561716686914182972e-03,3.073351975773741529e-03
9.999985573071246137e-01,9.999985573071268341e-01
