0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.558531495670649747e-12,-1.677125105459253973e-11,-7.185363415374013130e-12,-6.158540344358698349e-11,-1.277289385370750097e-11,-6.852296507986466167e-12,-2.389199948993336875e-11,-6.646239114616037114e-12,1.108538201250900856e+00,-2.315325708934778959e-11
1.282045132043636571e-01,8.901165055767013001e-02,2.885334403401884629e-06,2.882725321784462835e-06,2.884807725811455725e-06,9.380617087830689371e-02,2.885116373141372037e-06,2.884825430538029423e-06,1.444277629217864511e+00,2.883195792779957856e-06
1.282102837565304299e-01,6.767660571918594492e-01,2.885333485025398659e-06,2.879295950997118325e-06,7.949620335382141523e-01,7.392927952141947756e-01,8.654469049407254033e-06,8.634534316431796697e-06,1.539059862155481628e+00,8.635638681475654721e-06
1.282218222497957250e-01,6.767763470695165040e-01,2.175124172713052140e-01,2.879749974926681944e-06,7.949620120670468637e-01,7.392927953620267445e-01,1.887120959455628855e+00,1.996244938773372724e-05,1.539054107439977725e+00,8.611375549527622297e-06
8.318898116897859296e-01,7.618090829554451382e-01,6.049166573979056771e-01,2.872157478739367775e-06,7.949619815627639863e-01,7.392927954789993983e-01,1.935898683528725961e+00,8.651900602618667335e-06,1.539054114843325438e+00,2.884995013330282632e-06
8.318898115494963719e-01,1.999985586999024623e+00,6.049166573700968108e-01,7.863027858669870973e-01,7.949563242611352720e-01,1.999985573491647628e+00,1.935910116788815971e+00,8.741967473330287675e-01,1.539054105450054166e+00,1.308811729214853337e+00
8.318898115340209731e-01,1.999991343909541586e+00,1.999991343892686624e+00,1.999991349670385610e+00,8.746503802200735755e-01,1.999991343874920835e+00,1.999991343908934738e+00,8.741967473087237650e-01,1.999991344955195594e+00,1.308811729542435742e+00
8.318898115306199159e-01,1.999994229241381039e+00,1.999994229234285825e+00,1.999994229372915822e+00,1.999994229286022884e+00,1.999994229232055609e+00,1.999994229239971721e+00,8.741967473065698213e-01,1.999994229256494283e+00,1.999994229235374066e+00
1.999995671920104412e+00,1.999995671920140827e+00,1.999995671920017370e+00,1.999995671919802875e+00,1.999995671919932105e+00,1.999995671920049345e+00,1.999995671920088203e+00,1.999995671920168361e+00,1.999995671919863049e+00,1.999995671920162810e+00
