0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.010816420282674599e-03,6.995759410496793507e-03,4.659347994762308431e-03,6.017512010638492725e-03,2.672304285430193715e-03,1.213731937389939119e-03,8.887285178369674910e-03,2.278969915695494564e-02,1.403999023834234805e-02,1.150917113521288115e-02
3.421060121802277365e-02,2.463378420657846846e-02,4.508298975795232977e-02,4.321731814869300692e-02,2.329304211748262077e-02,2.817768212788651638e-02,3.996887176674501774e-02,5.272008331690081206e-02,3.830205440827150198e-02,4.379715257280381024e-02
1.265675169915767562e-01,1.584472495951256832e-01,1.395685785359330744e-01,1.309682372792968508e-01,1.272456376922197485e-01,1.443552929779152727e-01,1.756869602937292107e-01,1.683999056016687312e-01,1.275507045361807812e-01,1.242372637977449124e-01
5.098796333373645240e-01,5.765490417297041148e-01,5.204409728982115624e-01,5.129096243900308494e-01,5.551723776912345087e-01,5.672993540910029608e-01,5.528637118160695252e-01,5.566615253942011066e-01,5.801366806144798716e-01,4.972577483495657091e-01
1.440921445682500135e+00,1.451927443734499334e+00,1.412080859915458841e+00,1.439572908104974402e+00,1.465654029059714869e+00,1.469110994176153540e+00,1.425971125850472365e+00,1.385027971999591045e+00,1.480747882978951324e+00,1.386806403325310910e+00
1.862435459558105855e+00,1.883198143974931682e+00,1.852259639721935081e+00,1.846823365218365431e+00,1.870970389360221198e+00,1.860334558883461664e+00,1.825213099490948121e+00,1.777006896323296115e+00,1.868493142136737006e+00,1.828826519606747691e+00
1.962036351126853928e+00,1.980430902026573348e+00,1.959334641773590846e+00,1.954687256624745517e+00,1.962357922585907577e+00,1.967628199945872236e+00,1.956222598279677261e+00,1.940209533504882122e+00,1.960184052391389598e+00,1.963014208073105893e+00
1.995629422947044596e+00,1.996871067280264311e+00,1.995501370381429940e+00,1.992989967055751821e+00,1.997412957264805833e+00,1.998079342206680709e+00,1.982123129647419546e+00,1.970746713025646191e+00,1.978299969885304321e+00,1.986956397584134448e+00
1.999995671919569729e+00,1.999995671920246298e+00,1.999995671919598372e+00,1.999995671920570928e+00,1.999995671919949647e+00,1.999995671920074658e+00,1.999995671919819085e+00,1.999995671919671869e+00,1.999995671919842399e+00,1.999995671920438811e+00
