1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00,1.998047277426276080e+00
1.995762001782972472e+00,1.995762001753379256e+00,1.995762001767577676e+00,1.995762001749898484e+00,1.995762001795327922e+00,1.995762001753379256e+00,1.995762001779571637e+00,1.995762001782972472e+00,1.995762001764543658e+00,1.995762001795327922e+00
1.991691589513642890e+00,1.991691589508099325e+00,1.984044499769639813e+00,1.991691589519569039e+00,1.991691589526236150e+00,1.991691589511910720e+00,1.991691589538147289e+00,1.991691589513642890e+00,1.991691589492704084e+00,1.984044499796641547e+00
1.983800907544110537e+00,1.983800907526629853e+00,1.968257877118245514e+00,1.983800907537087044e+00,1.968257877114723886e+00,1.983800907554482018e+00,1.983800907541334535e+00,1.968257877100949127e+00,1.983800907522795365e+00,1.968257877107322251e+00
1.968144633037289593e+00,1.968144633028575674e+00,1.936934869092699962e+00,1.968144633033582780e+00,1.936934869091007982e+00,1.968144633032467894e+00,1.968144633035098678e+00,1.936934869079424582e+00,1.968144633025820101e+00,1.936934869087295397e+00
1.936894633034393465e+00,1.936894633032436142e+00,1.874414007699686024e+00,1.936894633030912694e+00,1.874414007699686469e+00,1.936894633039377034e+00,1.874414007690380135e+00,1.874414007672420501e+00,1.936894633033637181e+00,1.874414007690380135e+00
1.874425907548881831e+00,1.874425907527234036e+00,1.749434869097518774e+00,1.874425907538406655e+00,1.749434869108372759e+00,1.874425907544469139e+00,1.749434869081742727e+00,1.749434869069843801e+00,1.749434869085645827e+00,1.749434869076553545e+00
1.749504089516895622e+00,1.749504089502061710e+00,1.499507877114723664e+00,1.499507877109360621e+00,1.499507877120954458e+00,1.499507877120563215e+00,1.499507877095939357e+00,1.499507877085087593e+00,1.499507877113699372e+00,1.499507877089312435e+00
1.499668251755884363e+00,1.499668251755884363e+00,9.996694997966418805e-01,9.996694997672628258e-01,9.996694997797883619e-01,9.996694997808572847e-01,9.996694997500074065e-01,9.996694997672629368e-01,9.996694997548283279e-01,9.996694997672628258e-01
4.024262724167115834e-07,4.024262724167115834e-07,4.024262723056892810e-07,4.024262723056892280e-07,4.024262724167115834e-07,4.024262723056892280e-07,4.024262723056891751e-07,4.024262724167115834e-07,4.024262723056891751e-07,4.024262724167115305e-07
