rad_num,ave,std
1,0.0,0.0
2,-0.5034187519508525,0.2615499929242573
3,-0.9118623642699202,0.33691132971616994
4,-1.0965892404225757,0.546572975206611
5,-1.2548608366656084,0.4745890891182884
6,-1.321479531190864,0.47442303957753185
7,-0.6687822782778461,0.47439237496478115
8,-0.24298943509940413,0.4009668543710711
9,0.19482534209725408,0.20028818665890244
10,0.9999985573071207,3.256759338626265e-15
