rad_num,ave,std
4,1.875,1.01995603766055e-15
5,1.5000000000000002,1.0004335427699126e-15
6,0.8235275587915796,0.00620743646089217
7,0.41618219223775776,0.006691216959709535
8,0.20103171149104693,0.004210933240241672
9,0.0898085337436921,0.005717374921206214
10,1.1012856386745837e-15,5.948073349762113e-16
