rad_num,ave,std
4,1.8750000000000024,4.411551901256663e-14
5,1.5011845382619822,0.0014284535621002167
6,0.8791654390632828,0.04433280155127955
7,0.467431676977636,0.020366114183643917
8,0.22685749940578587,0.019637524251132563
9,0.09602920815658067,0.007133980021853706
10,3.882634295773499e-14,2.1652053656249488e-14
