rad_num,ave,std
4,1.875000000000064,1.6638289860863321e-13
5,1.500020867550893,6.260265256477679e-05
6,0.833872623390611,0.012276109032075917
7,0.43060200886999384,0.01559187531822905
8,0.2160687161706884,0.015106403362350446
9,0.09546757087083477,0.00939241513570953
10,1.5320782734611226e-13,9.42126494778115e-14
