rad_num,ave,std
1,0.0,0.0
2,0.01929597677765236,0.03678616651206943
3,0.09095774231562608,0.15575418925636142
4,0.19991561522434848,0.14131627671668673
5,0.5816905141772123,0.10204018574811444
6,1.4211911078261772,0.08463445003313048
7,1.8302478969808953,0.04212092187312336
8,1.9353962118309735,0.03907194519085972
9,1.9912778695414635,0.0032570760969490944
10,1.9999956719199303,2.835206168268713e-14
