rad_num,ave,std
1,0.0,0.0
2,-0.952060868106267,0.07043587193331892
3,-1.8461791079890724,0.21737591080659383
4,-2.6862714375298213,0.19636987916675705
5,-3.1325418906894402,0.15729527739307186
6,-2.698013439383719,0.09912097071650249
7,-1.8884336843350191,0.09158849515643144
8,-0.9307584252271572,0.09365640843950285
9,0.05417054415981286,0.09486777004861711
10,0.9999985573071303,5.092936815694005e-14
